Date,return_1d,cumulative_return_1d,volatility_1d,skewness_1d,kurtosis_1d,sma_1d,ema_1d,rsi_1d,upper_band_1d,lower_band_1d,stoch_osc_1d,vwap_1d,sharpe_ratio_1d,return_5d,cumulative_return_5d,volatility_5d,skewness_5d,kurtosis_5d,sma_5d,ema_5d,rsi_5d,upper_band_5d,lower_band_5d,stoch_osc_5d,vwap_5d,sharpe_ratio_5d,return_22d,cumulative_return_22d,volatility_22d,skewness_22d,kurtosis_22d,sma_22d,ema_22d,rsi_22d,upper_band_22d,lower_band_22d,stoch_osc_22d,vwap_22d,sharpe_ratio_22d,macd
2023-09-07 00:00:00+00:00,0.017851559519858284,0.017851559519858284,0.014104041859249966,0.0,-2.0,26240.1953125,26240.1953125,99.99999999997947,26685.379820335053,25308.051820289947,83.17244247674095,25881.37159858962,0.6335480622053141,0.014356928083232523,0.014356928083232523,0.009619951590625031,1.0243688684589871,-0.3456053378336037,25911.079296875,25993.18225771741,74.70298984821241,26315.521295430197,25506.6372983198,83.17244247674095,25859.692568411898,0.3005975442468814,-0.08576415973775575,-0.08576415973775542,0.024599432377736728,-0.34458015616608717,3.046089209366456,26190.12420099432,26562.10582709045,45.013508174393124,27153.877003532485,25226.371398456155,25.938465677097494,26311.018137151106,-0.15347829149029202,75.63801470737371
2023-09-08 00:00:00+00:00,0.0059184005772332515,0.0059184005772332515,0.022385468847327453,0.0,-2.0,25905.654296875,25905.654296875,2.9885427466069814e-11,26546.037246154443,25599.812363220557,36.91379928836664,26043.010447937013,0.1375774270811065,-0.002461038754948852,-0.002461038754948852,0.01181521189037969,0.880578396136858,-0.36947377293127737,25898.296875,25964.00627076994,44.75570792706076,26297.502420192362,25499.091329807638,49.650539038455214,25870.80508614835,-0.0370005247486426,-0.028460876412312985,-0.028460876412312763,0.01966122653175283,0.8508817626421924,4.4254870008033445,26155.62890625,26505.023085332585,40.78630009357134,27102.399495095357,25208.858317404643,19.91562118352393,26233.599354788475,-0.0574054283016735,79.16123946147388
2023-09-09 00:00:00+00:00,-0.013129383147574503,-0.013129383147574392,0.008742717899391824,0.0,-2.0,25895.677734375,25895.677734375,1.0023484264820581e-09,25914.77500561836,25886.55702563164,29.625219768709176,25957.682313230656,-0.751156170984511,0.003225646088285572,0.003225646088285572,0.011406792290491949,0.6773226876081907,-0.36545738168424613,25914.94921875,25941.23009197163,43.96726244586882,26303.034135283884,25526.864302216116,48.662414714308646,25875.636129088394,0.061022807025672414,-0.005907160278114776,-0.005907160278114887,0.019041121396331528,0.844858873215318,5.147507029110976,26148.634410511364,26452.036533075407,40.661580376572026,27100.94621992784,25196.32260109489,19.54974088253939,26231.56457307627,-0.005136123054620938,82.38219072494758
2023-09-10 00:00:00+00:00,-0.0028344288676722673,-0.0028344288676722673,0.0014602813668217834,0.0,-2.0,25832.2265625,25832.2265625,1.5761258964630542e-10,25953.68565625159,25774.21864062341,56.816329361982554,25841.113973136642,-0.9708308807976493,0.0020265390321083654,0.0020265390321085874,0.011470194744613112,0.7315902662042435,-0.35686839361979983,25925.398046875,25904.895582147754,37.64116006945662,26297.81047147109,25552.985622278913,42.37792079916586,25896.656052013837,0.03987068614263847,-0.01011559017239172,-0.01011559017239183,0.01904255919325075,0.8756137816330899,5.1807000234002825,26136.635387073864,26398.14001389494,39.81353554189521,27098.321502023035,25174.949272124693,17.222733572812544,26226.698270539942,-0.015259036875918196,81.64444491216568
2023-09-11 00:00:00+00:00,-0.028306787141042955,-0.028306787141043066,0.016595637617047736,0.0,-2.0,25162.654296875,25162.654296875,1.4949819160392508e-11,26444.358608723254,24550.522250651746,22.175022507367316,25498.106335275086,-0.8547516719117474,-0.022932342317110166,-0.022932342317110166,0.01655267247904697,0.15895855887132748,-0.8524089303935396,25807.281640625,25657.481820390174,11.484763476535846,26595.362827830733,25019.200453419264,15.660579286232377,25778.90576591996,-0.27301861980817554,-0.03921137839045774,-0.03921137839045741,0.019781364155158892,0.883219530223077,4.3820358146755884,26089.956764914772,26290.706473284514,32.080614326008046,27136.79426188624,25043.119267943304,7.355315132843544,26182.245438649818,-0.08247169417444097,39.59682192061109
2023-09-12 00:00:00+00:00,4.3247820597169806e-05,4.3247820597169806e-05,0.03717557225032639,0.0,-2.0,25833.34375,25833.34375,99.99999999998509,26446.49714418747,24549.50090268753,59.3468458350287,25595.18553501805,0.009873750792120215,-0.015504898406994316,-0.015504898406994094,0.019409271707511593,0.49666511729764184,-0.6729978101064633,25725.911328125,25716.102463593452,56.69660212454733,26359.3395443379,25092.483111912097,59.3468458350287,25728.496472485203,-0.1530240769151396,-0.011131347023975113,-0.01113134702397478,0.020676693516832004,0.7010904905141699,3.1490212557284636,26076.738725142044,26250.93580169456,44.01085572765939,27129.096517825885,25024.380932458203,28.586107952806582,26163.25831684694,-0.014812163403254067,59.303296724432926
2023-09-13 00:00:00+00:00,0.042351252348101776,0.042351252348102,0.008035986575088019,0.0,-2.0,26228.32421875,26228.32421875,99.99999999997468,26589.420720153732,25472.247248596268,83.04482589591815,25938.944890543004,2.6097431562286935,0.012455578931813482,0.012455578931813482,0.019921276757248522,-0.2676898756177501,-0.9678520609744643,25790.4453125,25886.843048645635,70.16050578298841,26565.377120628422,25015.513504371578,85.30435217904171,25767.057714582395,0.13240429023299957,0.007554954124365354,0.007554954124365798,0.02092468806284697,0.5711453682081993,2.7718555051764886,26085.678178267044,26248.969577090687,49.70870535318813,27139.771015805534,25031.585340728554,41.08928429006776,26175.288129165438,0.026267110819836154,98.95273019267802
2023-09-14 00:00:00+00:00,0.02734179845088769,0.02734179845088791,0.0024174712825790305,0.0,-2.0,26539.673828125,26539.673828125,99.99999999996788,26824.313863655192,25943.684183219808,76.35136197785607,26316.927206807763,5.617502109638191,0.024868864231158305,0.024868864231158305,0.020208293134495913,-0.6381813086864601,-0.8319051055732745,25919.24453125,26104.45330847209,78.18163059039833,26952.60923913781,24885.879823362186,87.26097247152637,25906.091515805598,0.2518190275629523,0.004087268159314261,0.004087268159314705,0.02081986477563257,0.5935158609962067,2.898718214924516,26090.588778409092,26274.248207615412,53.770410869072286,27152.41362325696,25028.763933561222,50.94511103733147,26180.980104636314,0.01876991815767241,143.46087561591617
2023-09-15 00:00:00+00:00,0.014502228104725123,0.014502228104725123,0.0065549665033491,0.0,-2.0,26608.693359375,26608.693359375,99.99999999985512,26671.791950912382,26476.575236587618,65.35299750110933,26526.136706603033,1.1038467433779195,0.030058067003878586,0.030058067003878808,0.019860459790279946,-0.8283493168904222,-0.5133829938906369,26074.537890625,26272.53332543973,79.97182476016073,27264.088243445647,24884.987537804354,87.86490706251284,26021.272815121378,0.3070930100952899,0.017059626498725056,0.017059626498725722,0.020688570472815696,0.5251660178878302,2.9811128294183042,26110.876065340908,26303.330394724944,54.65947759790575,27195.2633405065,25026.488790175317,53.12993646088947,26195.289359154038,0.04698521944578009,172.88926122097348
2023-09-16 00:00:00+00:00,0.0010779115847567855,0.0010779115847567855,0.0029128366094469662,0.0,-2.0,26568.28125,26568.28125,2.474394023010973e-10,26645.63865784973,26531.33595152527,54.615169197905544,26577.285955202544,0.18570579685853147,0.055861632741167844,0.05586163274116829,0.011084651788614952,0.2856219679989294,-1.136160034729871,26355.66328125,26371.115966959824,74.59624179310744,27013.02424145517,25698.30232104483,84.05683374151653,26245.302658880002,0.990492510953595,0.019986944008753227,0.01998694400875367,0.02066224493003741,0.5085823810356079,2.9980622848422307,26134.540305397728,26326.36959953147,53.99358445930405,27235.739398607755,25033.3412121877,51.85068401766013,26213.72703456413,0.05334906449318546,183.94553966332364
2023-09-17 00:00:00+00:00,-0.002800057047850135,-0.002800057047850024,0.00016652771933963425,0.0,-2.0,26534.1875,26534.1875,2.9329783046705415e-10,26599.450218642156,26503.018531357844,28.77450114780152,26567.174072945436,-8.413031784182365,0.027129424544586778,0.027129424544587222,0.007746694424313709,0.35619561216116363,-1.6388860786225128,26495.83203125,26425.473144639887,68.74827521405597,26800.693054626383,26190.971007873617,71.08573008849558,26438.28041258039,0.6960107048070162,0.020213597842589248,0.020213597842589914,0.020660965728551944,0.5072009229818725,2.998528953788215,26158.436878551136,26344.440721311345,53.39256074578489,27270.93012511861,25045.94363198366,50.77144035379606,26225.508835248675,0.05384050372224591,182.8909227185997
2023-09-18 00:00:00+00:00,0.007000829231284866,0.007000829231285088,0.006772650131057475,0.0,-2.0,26754.28125,26754.28125,99.99999999995457,26955.493941243552,26332.974808756448,33.90304925723221,26761.940380250046,0.5176314515417261,0.02005301699275197,0.02005301699275175,0.005931285823878399,0.33693638054421055,-1.5113900799997697,26601.0234375,26535.075846426593,82.23448537792103,26782.26816915794,26419.77870584206,46.87830388603763,26631.773004389204,0.6731786330670196,0.025473196693827305,0.025473196693827527,0.020714283442292314,0.4704345827577215,2.9150575822965115,26188.645419034092,26380.07902815384,56.793072721975705,27329.058463469002,25048.23237459918,57.738546792471254,26264.12895309137,0.06505002187267951,190.10552294894745
